positive,negative,sentiment
-152.36326566923384,-168.9620417755605,1.0
-15.456875982473235,-23.886404153435173,1.0
-10.749032561804045,-16.979618732368316,1.0
-48.56311017855934,-59.1336423857214,1.0
-45.76339331458452,-63.35135417906591,1.0
-8.03268355788714,-14.978138732158191,1.0
-106.77184670856936,-117.04110187083718,1.0
-20.375510646837412,-23.39619781687192,1.0
-73.43497745908402,-99.88418945510358,1.0
-72.78142592296088,-84.13154746767601,1.0
-87.37214368750931,-97.07816348182632,1.0
-51.129347235285714,-58.154066442237855,1.0
-4.623102192214101,-4.887809075136955,1.0
-44.11279096264131,-52.595308074307226,1.0
-37.32624852530247,-54.9041237170519,1.0
-104.95831820999763,-119.29955987167257,1.0
-28.7092969231323,-32.57479667226607,1.0
-55.00991510504508,-63.65583261182274,1.0
-23.61270458187192,-30.573116120538593,1.0
-24.73953451034898,-33.01230976340059,1.0
-81.4143417588836,-94.80177558476572,1.0
-20.68709101790548,-30.78167758352197,1.0
-40.064065190277695,-56.00774315827059,1.0
-28.88216778450623,-39.0164438456866,1.0
-32.2817302401847,-34.14422925008646,1.0
-99.82717571987725,-105.97249608456015,1.0
-117.5680457139071,-124.80575778011782,1.0
-23.083560847939623,-29.793127472088067,1.0
-14.192545327819062,-18.388385949340265,1.0
-75.06565258630917,-90.23647321884972,1.0
-15.944724972038982,-22.560574988065213,1.0
-69.81653114597984,-83.81918167008601,1.0
-46.87230760331374,-53.1695226616638,1.0
-4.623102192214101,-4.887809075136955,1.0
-36.9013653313372,-51.6852478921837,1.0
-49.622756085581436,-70.90965796885763,1.0
-142.67277835919023,-152.12731139387864,1.0
-14.915897320536558,-23.12903738014093,1.0
-28.952919284716387,-42.270162607243385,1.0
-74.25988858766834,-83.69700090393424,1.0
-56.25637091245893,-64.51693127032351,1.0
-73.43497745908402,-99.88418945510358,1.0
-46.939446906151375,-55.88495297006363,1.0
-35.771029919931685,-41.111639292969755,1.0
-96.17261272336924,-105.92076129167687,1.0
-45.76339331458452,-63.35135417906591,1.0
-95.66550731065786,-108.90641926060324,1.0
-55.78449031769229,-64.5145049888716,1.0
-46.69063848941178,-58.71461031989424,1.0
-64.30330900376927,-72.64562806060013,1.0
-11.775846928057593,-18.388385949340265,1.0
-39.32061244038328,-50.86709076667848,1.0
-68.90473141480834,-80.1149716822229,1.0
-100.98518535137539,-107.00411120331646,1.0
-12.490798738584392,-18.99452175291058,1.0
-47.93909221837945,-55.60196278890578,1.0
-4.623102192214101,-4.887809075136955,1.0
-37.55172772822873,-50.85718139372439,1.0
-124.49550386798656,-134.1875493268602,1.0
-37.32624852530247,-54.9041237170519,1.0
-8.59436759888662,-16.50961510312258,1.0
-14.743526094595772,-22.3541558796922,1.0
-53.75943029189781,-60.877085927482966,1.0
-30.639940779974566,-40.74254182903246,1.0
-18.501398420196658,-26.46989163189562,1.0
-14.80540149831386,-21.61322685367694,1.0
-88.52711094448553,-99.36434992991539,1.0
-55.30714349647866,-56.503877021091995,1.0
-56.06627266801688,-63.64700442116687,1.0
-40.064065190277695,-56.00774315827059,1.0
-25.679676458045318,-33.500407136089024,1.0
-33.69217129869971,-39.615478119139965,1.0
-75.77118747891654,-82.06248871689039,1.0
-57.96982243659653,-62.723993863560096,1.0
-43.3811270742728,-53.222365143038175,1.0
-26.32239278497837,-34.705629159815395,1.0
-24.237174421981766,-32.33072340524172,1.0
-42.912113054212234,-54.62691294446742,1.0
-62.454236479204006,-76.00195443632768,1.0
-17.02549190038708,-24.217178368941745,1.0
-35.55721853660705,-44.49565257223342,1.0
-73.43497745908402,-99.88418945510358,1.0
-36.9013653313372,-51.6852478921837,1.0
-9.832741829929889,-16.691936659916536,1.0
-23.58341744033504,-26.343139926256477,1.0
-20.175374853768332,-27.883584967203625,1.0
-31.53187893781979,-40.47395015560916,1.0
-21.730424110848816,-29.600062545551843,1.0
-14.222750139976613,-24.833785472379358,1.0
-112.66931002362831,-132.5561871622659,1.0
-36.015941461754586,-45.73603201750383,1.0
-11.036714634255825,-18.99452175291058,1.0
-27.132862617226344,-33.28402798486336,1.0
-16.92094804463581,-23.958316735025456,1.0
-30.99007738615949,-37.19053580960339,1.0
-25.416814969733984,-34.3647025728448,1.0
-46.09829302861221,-56.25404906605771,1.0
-23.15786481263681,-30.39819138213258,1.0
-28.27325128783805,-37.71453189655912,1.0
-43.78124967592827,-50.23065072023112,1.0
-19.66038455955869,-26.188989246429216,1.0
-11.21903619104978,-17.048611603855267,1.0
-15.01052926226862,-23.23138984257067,1.0
-45.76339331458452,-63.35135417906591,1.0
-69.69327819191805,-87.31431010597615,1.0
-4.623102192214101,-4.887809075136955,1.0
-47.93269867916165,-57.389030366839904,1.0
-99.68331699885628,-110.78299491731407,1.0
-37.605814012291354,-45.625343751618836,1.0
-9.190887943757494,-16.221933030670797,1.0
-44.87840272961125,-52.234294728769896,1.0
-78.24146334240821,-80.73464852677407,1.0
-45.954605914822466,-54.29391526751655,1.0
-67.23929207383442,-79.46532591237882,1.0
-17.22843274438377,-24.33780635673036,1.0
-52.6217565231217,-65.5676212270691,1.0
-107.00671104498853,-113.59532917997633,1.0
-47.632594086711315,-57.964394511743464,1.0
-16.418802530107286,-24.693261044263863,1.0
-75.3656444384595,-84.69674884511922,1.0
-73.43497745908402,-99.88418945510358,1.0
-79.86408332575246,-87.63341684801559,1.0
-37.32624852530247,-54.9041237170519,1.0
-91.46026301893679,-101.29300927752337,1.0
-4.623102192214101,-4.887809075136955,1.0
-17.764576176134053,-26.417247898410196,1.0
-55.518491337728456,-65.79258576535125,1.0
-17.385086554429147,-23.2296246170461,1.0
-13.471627991596117,-20.786281222138637,1.0
-14.430389504754856,-22.53120037938531,1.0
-89.24641776220734,-101.50932686376719,1.0
-80.34462141070536,-89.48504939836634,1.0
-24.364841060907573,-33.15276159886968,1.0
-27.907538004843428,-31.33081853332643,1.0
-25.884131912258916,-31.572765211603738,1.0
-31.12641382971163,-39.37533786694105,1.0
-12.135326922923936,-19.687668933470526,1.0
-82.71012412283416,-89.11304202689028,1.0
0.0,0.0,1.0
-58.31978111290649,-75.24597140521145,1.0
-18.698108714442714,-27.036287106816424,1.0
-12.277421823455793,-31.179421833207954,1.0
-17.826269745139392,-26.67961216287769,1.0
-18.53776606436753,-25.398678317415623,1.0
-57.32796855042414,-66.67054431170978,1.0
-70.80470132171422,-75.06116116034795,1.0
-26.410895586554673,-33.67155539228485,1.0
-71.10467422338844,-84.86562866036162,1.0
-10.658217274836082,-18.58905664480242,1.0
-19.96180075347027,-27.883584967203625,1.0
-49.99596033147137,-70.37902971779545,1.0
-16.18111375010321,-22.6783580237216,1.0
-25.59578161392193,-31.41777157463308,1.0
-22.148384133112565,-34.06322717826068,1.0
-4.623102192214101,-4.887809075136955,1.0
-73.43497745908402,-99.88418945510358,1.0
-63.44419479603543,-73.80480944015662,1.0
-18.714657167350605,-29.83648542802483,1.0
-11.593525371263638,-19.399986861018746,1.0
-25.069476331608634,-25.78579428685559,1.0
-54.13219697660857,-63.81739740709555,1.0
-65.29456862027352,-77.58467496042306,1.0
-65.23964619699407,-78.45179062723501,1.0
-23.515478534469167,-33.84590877942963,1.0
-22.91249023408888,-32.18541569619524,1.0
-50.001052101439555,-61.16309827171245,1.0
-40.84553054791296,-55.856437430575575,1.0
-9.114902036779572,-16.221933030670797,1.0
-15.118219544037181,-24.08934499743186,1.0
-8.999832706994784,-17.289773660672154,1.0
-36.578425462464004,-40.492350365496186,1.0
-49.02238521471016,-54.48292204201369,1.0
-52.07511234203001,-61.31583187132091,1.0
-4.623102192214101,-4.887809075136955,1.0
-67.87363891106678,-80.74722961575617,1.0
-98.747977315003,-113.7878806471789,1.0
-39.467327869443395,-49.34856335043023,1.0
-61.42971326601301,-74.20130426384976,1.0
-62.469492388689865,-73.60318125706866,1.0
-67.34524463813356,-78.01982668613816,1.0
-86.29625120493002,-93.07756262855962,1.0
-47.925938072797294,-61.70538919639444,1.0
-36.80728114680256,-41.746101518060655,1.0
-15.217203129207816,-23.207645710327327,1.0
-64.15683935473007,-72.18769933075463,1.0
-37.7080369319238,-48.12821566891687,1.0
-20.176682422053478,-26.967925658781162,1.0
-57.14980136500816,-68.29582204774714,1.0
-24.967907003632945,-34.09939990266807,1.0
-51.223271810816655,-59.094560134201856,1.0
-73.43497745908402,-99.88418945510358,1.0
-19.556335645362108,-27.51586018707831,1.0
-26.509471564096025,-31.80420756573264,1.0
-39.43445897566251,-49.395663611366906,1.0
-24.0130003137563,-31.447532621793904,1.0
-38.65424502163959,-44.90268884003618,1.0
-77.09599262768782,-85.00263147074794,1.0
-78.52654463315993,-86.43169904651933,1.0
-4.623102192214101,-4.887809075136955,1.0
-95.03139494362443,-107.6367166455219,1.0
-27.37299585446012,-35.098671747924996,1.0
-35.238347014355845,-43.648425289125356,1.0
-41.702807488657506,-56.839732680763056,1.0
-56.11677541364587,-68.09575093259674,1.0
-41.95997512461087,-43.94165348740332,1.0
-70.45944879009346,-87.51239952579856,1.0
-53.100189088385015,-63.484885571690434,1.0
-79.01711575148175,-85.74290713076397,1.0
-34.69688884649944,-42.31839890820287,1.0
-53.70456946909781,-61.57664335742525,1.0
-20.98736020586273,-30.632338006791116,1.0
-96.2815274574389,-108.31683672775827,1.0
-28.92918925237541,-40.47395015560917,1.0
-12.135326922923936,-19.687668933470526,1.0
-4.092473941151931,-10.393140611069319,1.0
-19.456765994546323,-29.15266957489377,1.0
-17.02549190038708,-23.704082596641214,1.0
-30.403042987828854,-39.36144171067903,1.0
-10.263524746022343,-16.743229954304084,1.0
-56.82760104487074,-59.07885164491837,1.0
-39.475413560581586,-47.634969715060265,1.0
-32.26875681742739,-41.55781044684739,1.0
-4.623102192214101,-4.887809075136955,1.0
-111.63948726067449,-113.5165686875755,1.0
-29.97397990688115,-36.24385512344683,1.0
-2.4370509154760067,-9.294528322401208,1.0
-75.06565258630917,-90.23647321884972,1.0
-26.08393871680154,-35.3898326185851,1.0
-9.938102345587716,-18.589056644802415,1.0
-62.075996072146395,-71.15982361019353,1.0
-32.139274013328865,-40.26726114268589,1.0
-52.897316944229246,-64.98435542010859,1.0
-66.85756429078653,-76.79291634705487,1.0
-21.495522712209237,-29.92212975080293,1.0
-46.08707743727215,-53.58039851882123,1.0
-28.93890854764679,-40.27295916380052,1.0
-7.008391173131518,-14.827856529108853,1.0
-61.62797134961943,-69.62371697084498,1.0
-56.08607529531306,-68.47531815846918,1.0
-68.15416887997607,-75.98668660474318,1.0
-11.036714634255825,-18.078231021036423,1.0
-43.31263988067981,-51.114268345597964,1.0
-14.93718982118801,-25.016107029173313,1.0
-54.42732582204012,-62.481749193221205,1.0
-22.84099921076831,-28.183689559653963,1.0
-14.846112683370873,-22.48945249784129,1.0
-73.43497745908402,-99.88418945510358,1.0
-58.61180393962131,-70.96022480825717,1.0
-6.603915674208521,-15.133792041869985,1.0
-12.135326922923936,-19.687668933470526,1.0
-17.5639054806719,-24.8078099859761,1.0
-4.623102192214101,-4.887809075136955,1.0
-42.504175756958674,-48.14255094824785,1.0
-38.70735192474084,-46.78391950505451,1.0
-9.114902036779572,-16.743229954304084,1.0
-64.47709801586096,-73.55275614177685,1.0
-22.2009703207263,-32.048872253100726,1.0
-19.43570765757349,-27.08507727098585,1.0
-9.995260759427664,-17.89590946424247,1.0
-52.31486845791633,-64.56891841059539,1.0
-103.31996517455941,-123.2665049529237,1.0
-35.50082154373413,-41.1588479162268,1.0
-35.659903863236046,-42.716622855054474,1.0
-71.41439958905775,-94.19560253178796,1.0
-73.81108066556,-85.51981616309962,1.0
-75.2126229560494,-88.58325358702237,1.0
-43.12155042943586,-49.48301716926749,1.0
-21.66582660226777,-28.694515183419952,1.0
-34.28549161338653,-40.51766817348047,1.0
-6.603915674208521,-15.133792041869985,1.0
-42.37509871468354,-52.55274845988842,1.0
-41.87330883337996,-49.66311796235255,1.0
-4.623102192214101,-4.887809075136955,1.0
-79.10367584743614,-88.4485466081344,1.0
-72.89211244191397,-77.6498802604821,1.0
-19.531115444132695,-34.13535607740598,1.0
-79.34465702318936,-88.81976662832876,1.0
-88.02619322339667,-95.47603477496095,1.0
-49.63453909060604,-59.43754705184426,1.0
-18.770527084752693,-26.702085018729747,1.0
-24.593352000170903,-34.08707083624652,1.0
-81.78696305188075,-86.36472326767885,1.0
-19.159454280945333,-28.982197255871732,1.0
-40.11700145236004,-50.899410784114025,1.0
-20.157642423538846,-25.88110446665992,1.0
-94.14675741383583,-100.89856493260804,1.0
-40.84553054791296,-55.856437430575575,1.0
-4.623102192214101,-4.887809075136955,1.0
-63.19493781200642,-71.04981746088654,1.0
-51.75913044004291,-55.22954611748654,1.0
-86.54192400255175,-95.11188019936618,1.0
-30.29035613026086,-40.15587812887497,1.0
-23.169903999044045,-28.87683674021391,1.0
-64.21460288334242,-75.35237992420619,1.0
-76.62338050208139,-89.54036173936403,1.0
-23.575369107152213,-30.486274652648014,1.0
-29.362825237450267,-37.14174564543396,1.0
-49.622756085581436,-70.90965796885763,1.0
-42.62747437549272,-55.73053238568612,1.0
-84.01296529571957,-93.29603154928117,1.0
-36.69527763270642,-45.504234878992875,1.0
-17.62147533249338,-27.308220822300065,1.0
-4.623102192214101,-4.887809075136955,1.0
-48.835414585823976,-56.84219512968033,1.0
-47.99101027290152,-53.198394171418116,1.0
-22.587018930311704,-28.46532894846974,1.0
-6.603915674208521,-15.133792041869985,1.0
-75.06565258630917,-90.23647321884972,1.0
-105.34740899465785,-110.72710537207708,1.0
-68.82499610824156,-78.03167110754683,1.0
-49.87500946331527,-64.42353321066587,1.0
-26.634039137868882,-34.77016768095296,1.0
-32.51739473930517,-36.75187569628521,1.0
-48.176512356934005,-57.54321168908547,1.0
-13.877093099704283,-19.687668933470526,1.0
-6.603915674208521,-15.133792041869985,1.0
-29.31424745248313,-37.23544295252699,1.0
-12.135326922923936,-19.687668933470526,1.0
-82.55192692509762,-85.371100307915,1.0
-25.697068200757187,-32.49255857402909,1.0
-29.803899878654725,-35.13490321492917,1.0
-15.49324362664411,-23.52545265272918,1.0
-70.80261117219287,-80.62300772069037,1.0
-17.36769481171728,-23.770891266313328,1.0
-21.833602930371864,-30.080809544539846,1.0
-27.87030733739472,-40.91958632872557,1.0
-15.680870235667758,-22.445505658280428,1.0
-18.448433357359797,-26.319609428846285,1.0
-73.12101918412692,-94.61973724145156,1.0
-10.882563954428567,-19.687668933470526,1.0
-28.482286442537905,-35.8042414484835,1.0
-35.32261053785263,-43.68667357614835,1.0
-38.05210111491977,-48.38218411689048,1.0
-53.888670334746244,-61.82842272061148,1.0
-19.396552014895857,-20.786281222138637,1.0
-66.8441372638365,-77.47513387194255,1.0
-44.817860898983895,-52.71990776894271,1.0
-43.20874595718409,-57.85903399608564,1.0
-85.51256055719428,-95.44474784597942,1.0
-37.88471248967276,-46.29546054420451,1.0
-38.52385586978772,-50.08895150817278,1.0
-63.70152558013847,-75.59300945238707,1.0
-36.578425462464004,-40.492350365496186,1.0
-69.47527726305798,-79.90742572301171,1.0
-102.22694544648934,-115.42507414872405,1.0
-65.95413525272538,-78.46452693373317,1.0
-34.59858441656582,-46.166610400886064,1.0
-9.570377565462397,-17.89590946424247,1.0
-71.67229791740745,-77.80900220027611,1.0
-16.985068058955527,-24.304189745931374,1.0
-33.273645114600136,-40.47395015560917,1.0
-19.787723981935294,-29.09998029152812,1.0
-105.51945825797183,-119.20121582931827,1.0
-6.603915674208521,-15.133792041869985,1.0
-50.96104122751496,-71.42048359262361,1.0
-16.945345569768683,-26.625544941607416,1.0
-129.88136922209432,-144.32742536725092,1.0
-19.348696280583862,-24.497313235758142,1.0
-57.8974668527283,-66.04431276650132,1.0
-22.336906042974732,-30.749589268970468,1.0
-15.44530829631443,-20.786281222138637,1.0
-10.749032561804045,-19.687668933470526,1.0
-4.623102192214101,-4.887809075136955,1.0
-39.06715913588617,-44.89200599999033,1.0
-72.18412732678509,-84.19821352112602,1.0
-97.40490796941302,-111.28002428403906,1.0
-42.55464634459477,-54.92163729954462,1.0
-79.52143823002417,-85.95342889803787,1.0
-111.18448495031602,-116.85748276929934,1.0
-54.09601879793301,-65.58674823740007,1.0
-46.8153008137844,-57.236934807899154,1.0
-15.021257836194383,-20.96786151857231,1.0
-42.531143505647094,-50.073580984325226,1.0
-31.616852595401493,-40.503144997740144,1.0
-24.867469917469386,-32.23805942968066,1.0
-134.42519927137792,-151.1629529102,1.0
-36.875645643960524,-43.66811386182668,1.0
-58.74630951333911,-74.43899196538246,1.0
-21.78834009122589,-33.14748454176884,1.0
-79.85228847710496,-86.71020219072035,1.0
-8.345681850988868,-16.232404330538095,1.0
-28.60068518540337,-39.78080297504922,1.0
-33.591122704357694,-43.58733001000844,1.0
-4.623102192214101,-4.887809075136955,1.0
-22.745021592120608,-29.42329827382276,1.0
-33.503501280420075,-40.93910574254196,1.0
-22.2009703207263,-32.048872253100726,1.0
-14.819946727003721,-23.66190098260492,1.0
-31.354219061868378,-39.226933711232256,1.0
-14.579425083915345,-21.970081961565356,1.0
-20.865339249311795,-33.00088106757696,1.0
-16.798275023685235,-24.34423724706065,1.0
-18.991086906787693,-18.7068396804588,1.0
-37.123491699619,-48.78336852743606,1.0
-23.083560847939623,-31.179421833207954,1.0
-17.67471984701219,-23.15129277377619,1.0
-104.45605865004187,-114.9067139560361,1.0
-70.09640167958042,-77.72034132871532,1.0
-39.10801159686323,-50.432484923688335,1.0
-39.684915515409756,-54.40376939315321,1.0
-11.325177285936999,-12.119806328006643,1.0
-77.14552646018196,-88.42047078795136,1.0
-17.16311327826313,-26.39193009042591,1.0
-43.67768142628275,-58.863604371288076,1.0
-23.489025956047787,-31.179421833207954,1.0
-89.86581754269965,-98.46276526835287,1.0
-12.692137659931749,-18.99452175291058,1.0
-62.65794170556538,-71.21591307684457,1.0
-7.060153107690107,-14.182337397538163,1.0
-28.217692933147262,-38.864512243175064,1.0
-49.71256136881237,-56.00276664813832,1.0
-45.05582016715129,-56.10750466384506,1.0
-75.06565258630917,-90.23647321884972,1.0
-8.821140918251409,-17.89590946424247,1.0
-14.192545327819062,-18.388385949340265,1.0
-48.72801921936105,-62.05858587595684,1.0
-4.623102192214101,-4.887809075136955,1.0
-19.86468502307142,-27.085077270985856,1.0
-44.18260654087973,-55.83088574879336,1.0
-71.90916488159755,-84.71123174009692,1.0
-62.24373729417439,-77.13934322117075,1.0
-21.131715963364492,-26.417247898410196,1.0
-20.084158845496667,-26.35110809590565,1.0
-46.09480546300921,-57.050453712078706,1.0
-78.36725119305446,-87.69003044951049,1.0
-37.54294778511623,-46.97364162392416,1.0
-42.768537900632055,-53.3228566815845,1.0
-46.02315617427722,-54.170154541971705,1.0
-73.45216370681533,-84.77744148909095,1.0
-44.28754992409537,-52.597785144015994,1.0
-13.103518564105768,-21.698291256450204,1.0
-21.931440934866565,-32.008050258580475,1.0
-27.188996374772003,-32.911834074263744,1.0
-53.404118312717564,-64.71607605493168,1.0
-11.72986181481577,-18.99452175291058,1.0
-4.092473941151931,-10.393140611069319,1.0
-97.16686616225768,-109.25771212410659,1.0
-4.623102192214101,-4.887809075136955,1.0
-58.72890732047934,-72.82424365704499,1.0
-28.13904980582815,-35.58360102738741,1.0
-70.34465586102161,-78.9608034892708,1.0
-13.13408818216167,-19.98035815847289,1.0
-18.787877364370164,-26.535030934066583,1.0
-25.15196828777324,-33.12536262468157,1.0
-57.20406187980696,-64.73163022272468,1.0
-58.93415451764014,-70.84228857459206,1.0
-68.28481777462993,-77.07287637341274,1.0
-34.16962417919485,-42.303777639648686,1.0
-56.82760104487074,-59.07885164491837,1.0
-32.555958005041816,-40.53774741638645,1.0
-74.45119520867173,-94.13443923788869,1.0
-8.565794226442565,-16.79729717557436,1.0
-33.20949423654875,-39.9996512862517,1.0
-59.08436314300034,-69.92132778018757,1.0
-20.777306026056614,-25.42367961962104,1.0
-105.91810178596481,-113.89955642070987,1.0
-87.24254215712551,-91.07092339878275,1.0
-120.32530602549987,-132.45747501957769,1.0
-6.603915674208521,-15.133792041869985,1.0
-18.598635364731635,-26.327391569288338,1.0
-54.16489540000597,-60.14311675240277,1.0
-12.135326922923936,-18.99452175291058,1.0
-64.53147559008661,-83.78476073730836,1.0
-24.47146285236567,-29.789304545190376,1.0
-49.622756085581436,-70.90965796885763,1.0
-12.135326922923936,-18.589056644802415,1.0
-4.623102192214101,-4.887809075136955,1.0
-61.93571582097306,-72.4619695868073,1.0
-39.18348742021777,-50.02168147645945,1.0
-7.592032140653931,-14.942736805107275,1.0
-110.09957865072292,-122.23154222056648,1.0
-33.12619176238177,-40.222666369746555,1.0
-15.624510012637781,-21.80594272385459,1.0
-15.78981480870176,-21.295728908000008,1.0
-22.759204232222977,-36.60274914470127,1.0
-27.671149226779193,-36.78507070149522,1.0
-36.14448655468373,-53.2946858046178,1.0
-4.623102192214101,-4.887809075136955,1.0
-96.42941720985142,-108.4873897993947,1.0
-46.090166884560176,-54.96866223818948,1.0
-51.18655486916385,-60.68329041630847,1.0
-22.780602255051008,-30.53896393601366,1.0
-38.66581774496188,-45.53855199937822,1.0
-72.76779234006725,-100.75335228034523,1.0
-29.11151080916936,-36.66728766583884,1.0
-73.43497745908402,-99.88418945510358,1.0
